  0.550000E+03  0.500000E+03 -0.390000E+03  0.673062E-04  0.690848E-04  0.640000E+00  0.310000E+00  0.250000E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.887805E+02  0.781202E+00  0.129088E+03  0.129422E+00  0.162906E+03  0.979337E+00  0.285348E+03  0.708336E+02  0.673342E-01  0.721239E+00  0.170915E+00  0.162902E+03  0.151421E-02  0.876797E+00  0.119404E+00  0.176275E+03  0.814683E-01  0.227100E+00  0.685695E+00  0.106335E+03  0.118087E+04  0.113733E+04  0.602789E+03  0.508358E+03  0.667498E+03  0.153242E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.487284E-03  0.489324E-03  0.636530E+00  0.310000E+00  0.250940E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.897134E+02  0.777093E+00  0.128881E+03  0.134179E+00  0.161815E+03  0.980226E+00  0.286329E+03  0.709509E+02  0.673992E-01  0.721427E+00  0.170670E+00  0.162447E+03  0.153534E-02  0.878188E+00  0.117962E+00  0.176368E+03  0.814680E-01  0.225556E+00  0.687277E+00  0.106371E+03  0.118089E+04  0.113733E+04  0.605289E+03  0.508627E+03  0.667376E+03  0.150027E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.550453E-03  0.564868E-03  0.637643E+00  0.310000E+00  0.247179E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.907118E+02  0.794552E+00  0.128259E+03  0.116368E+00  0.163547E+03  0.978838E+00  0.285015E+03  0.712213E+02  0.679219E-01  0.723175E+00  0.168170E+00  0.162657E+03  0.149241E-02  0.877503E+00  0.118754E+00  0.176066E+03  0.796160E-01  0.225002E+00  0.689711E+00  0.106234E+03  0.118089E+04  0.113734E+04  0.600775E+03  0.508092E+03  0.667628E+03  0.145438E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.243720E-03  0.211816E-03  0.622532E+00  0.310000E+00  0.248155E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.957761E+02  0.790759E+00  0.126743E+03  0.122782E+00  0.160036E+03  0.981723E+00  0.288312E+03  0.720114E+02  0.687131E-01  0.725874E+00  0.164505E+00  0.160749E+03  0.155193E-02  0.883341E+00  0.112775E+00  0.176313E+03  0.780425E-01  0.217048E+00  0.699451E+00  0.106276E+03  0.118094E+04  0.113735E+04  0.608001E+03  0.508843E+03  0.667297E+03  0.131277E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.499721E-03  0.516282E-03  0.639885E+00  0.310000E+00  0.252187E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.879782E+02  0.771727E+00  0.129516E+03  0.139032E+00  0.162025E+03  0.980037E+00  0.286010E+03  0.706461E+02  0.670028E-01  0.720135E+00  0.172490E+00  0.162846E+03  0.153716E-02  0.876992E+00  0.119152E+00  0.176445E+03  0.826183E-01  0.227685E+00  0.683937E+00  0.106414E+03  0.118087E+04  0.113733E+04  0.605128E+03  0.508640E+03  0.667364E+03  0.156878E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.543851E-03  0.559745E-03  0.638789E+00  0.310000E+00  0.250582E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.890105E+02  0.778682E+00  0.129066E+03  0.132182E+00  0.162424E+03  0.979731E+00  0.285766E+03  0.708516E+02  0.673170E-01  0.721169E+00  0.171021E+00  0.162738E+03  0.152421E-02  0.877300E+00  0.118876E+00  0.176326E+03  0.816043E-01  0.226640E+00  0.686029E+00  0.106357E+03  0.118088E+04  0.113733E+04  0.603939E+03  0.508485E+03  0.667440E+03  0.152509E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.555728E-03  0.580802E-03  0.640540E+00  0.310000E+00  0.251021E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.881846E+02  0.776711E+00  0.129355E+03  0.133871E+00  0.162615E+03  0.979566E+00  0.285535E+03  0.707114E+02  0.671428E-01  0.720608E+00  0.171812E+00  0.162951E+03  0.152300E-02  0.876661E+00  0.119518E+00  0.176352E+03  0.820932E-01  0.227684E+00  0.684466E+00  0.106372E+03  0.118087E+04  0.113733E+04  0.603628E+03  0.508464E+03  0.667447E+03  0.155806E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.255383E-03  0.235235E-03  0.631277E+00  0.310000E+00  0.253825E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.905377E+02  0.763405E+00  0.128896E+03  0.148928E+00  0.159623E+03  0.981911E+00  0.288208E+03  0.710112E+02  0.672805E-01  0.721041E+00  0.171278E+00  0.161736E+03  0.158282E-02  0.880388E+00  0.115646E+00  0.176629E+03  0.822214E-01  0.223592E+00  0.688531E+00  0.106476E+03  0.118090E+04  0.113734E+04  0.610362E+03  0.509204E+03  0.667111E+03  0.148035E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.471889E-03  0.472497E-03  0.636448E+00  0.310000E+00  0.251515E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.895236E+02  0.774506E+00  0.128989E+03  0.136811E+00  0.161573E+03  0.980413E+00  0.286512E+03  0.709053E+02  0.673153E-01  0.721148E+00  0.171068E+00  0.162426E+03  0.154159E-02  0.878259E+00  0.117876E+00  0.176412E+03  0.817608E-01  0.225682E+00  0.686852E+00  0.106392E+03  0.118088E+04  0.113733E+04  0.605919E+03  0.508703E+03  0.667340E+03  0.150862E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.375821E-03  0.353791E-03  0.629851E+00  0.310000E+00  0.249849E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.925626E+02  0.782053E+00  0.127906E+03  0.130314E+00  0.160865E+03  0.981016E+00  0.287353E+03  0.714360E+02  0.679823E-01  0.723368E+00  0.167971E+00  0.161630E+03  0.154592E-02  0.880664E+00  0.115463E+00  0.176343E+03  0.799405E-01  0.221635E+00  0.692834E+00  0.106335E+03  0.118091E+04  0.113734E+04  0.606918E+03  0.508768E+03  0.667320E+03  0.140437E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.664287E-03  0.695259E-03  0.639672E+00  0.310000E+00  0.247014E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.900236E+02  0.794899E+00  0.128463E+03  0.115661E+00  0.164038E+03  0.978414E+00  0.284547E+03  0.711211E+02  0.678245E-01  0.722872E+00  0.168591E+00  0.162917E+03  0.148417E-02  0.876715E+00  0.119561E+00  0.176041E+03  0.798132E-01  0.226020E+00  0.688469E+00  0.106227E+03  0.118089E+04  0.113733E+04  0.599685E+03  0.507981E+03  0.667677E+03  0.147822E+03
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.671451E-04 -0.741600E-04  0.636845E+00  0.310000E+00  0.244427E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.919897E+02  0.808399E+00  0.127640E+03  0.102587E+00  0.164516E+03  0.978045E+00  0.284388E+03  0.715153E+02  0.684129E-01  0.724809E+00  0.165848E+00  0.162608E+03  0.146587E-02  0.877616E+00  0.118708E+00  0.175852E+03  0.780157E-01  0.223710E+00  0.692648E+00  0.106132E+03  0.118091E+04  0.113734E+04  0.598026E+03  0.507756E+03  0.667788E+03  0.140271E+03
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.641740E-04 -0.722846E-04  0.638938E+00  0.310000E+00  0.244417E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.912302E+02  0.807671E+00  0.127885E+03  0.102948E+00  0.164959E+03  0.977647E+00  0.283949E+03  0.713991E+02  0.682866E-01  0.724410E+00  0.166406E+00  0.162874E+03  0.145915E-02  0.876813E+00  0.119526E+00  0.175836E+03  0.782991E-01  0.224816E+00  0.691230E+00  0.106131E+03  0.118090E+04  0.113734E+04  0.597067E+03  0.507663E+03  0.667829E+03  0.142785E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.652504E-03  0.651994E-03  0.633833E+00  0.310000E+00  0.244420E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.930795E+02  0.809512E+00  0.127288E+03  0.101999E+00  0.163890E+03  0.978601E+00  0.285007E+03  0.716855E+02  0.685995E-01  0.725413E+00  0.165010E+00  0.162228E+03  0.147534E-02  0.878768E+00  0.117533E+00  0.175877E+03  0.775988E-01  0.222094E+00  0.694725E+00  0.106133E+03  0.118092E+04  0.113735E+04  0.599346E+03  0.507885E+03  0.667731E+03  0.136896E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.497740E-03  0.488663E-03  0.632339E+00  0.310000E+00  0.245490E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.932429E+02  0.804312E+00  0.127318E+03  0.107480E+00  0.163135E+03  0.979232E+00  0.285616E+03  0.716745E+02  0.685192E-01  0.725142E+00  0.165410E+00  0.162020E+03  0.149153E-02  0.879415E+00  0.116847E+00  0.175977E+03  0.779702E-01  0.221629E+00  0.694826E+00  0.106174E+03  0.118092E+04  0.113735E+04  0.601195E+03  0.508094E+03  0.667635E+03  0.136831E+03
