  0.421913E+00  0.150000E+01  0.988232E+02  0.102811E-02  0.757528E+03  0.318587E-02  0.534816E+03  0.963068E+00  0.757118E+03  0.104139E+03  0.985668E+00  0.970910E-02  0.119577E-04  0.199463E+03  0.735772E-02  0.361946E-01  0.469222E-04  0.592265E+03  0.145987E-03  0.996753E+00  0.271538E-02  0.198793E+03  0.648425E+03  0.656407E+03  0.510553E+03  0.110447E+03  0.214012E+03  0.106821E+03
  0.437136E+00  0.176638E+01  0.899564E+02  0.579432E-02  0.624789E+03  0.353137E-01  0.371104E+03  0.974779E+00  0.626742E+03  0.103303E+03  0.979057E+00  0.145799E-01  0.729646E-04  0.195945E+03  0.112557E-01  0.546717E-01  0.326980E-03  0.506802E+03  0.350566E-03  0.994088E+00  0.466823E-02  0.195049E+03  0.648922E+03  0.656529E+03  0.530331E+03  0.111629E+03  0.212965E+03  0.119936E+03
  0.526747E+00  0.152352E+01  0.106459E+03  0.205721E-02  0.742732E+03  0.635029E-02  0.505081E+03  0.952491E+00  0.742663E+03  0.104062E+03  0.985111E+00  0.101024E-01  0.225886E-04  0.199151E+03  0.767837E-02  0.376867E-01  0.898985E-04  0.585539E+03  0.158802E-03  0.994950E+00  0.447357E-02  0.198477E+03  0.648477E+03  0.656416E+03  0.512478E+03  0.110563E+03  0.213883E+03  0.880719E+02
  0.584321E+00  0.183965E+01  0.835385E+02  0.169413E-01  0.599642E+03  0.144365E+00  0.325813E+03  0.967189E+00  0.606790E+03  0.103149E+03  0.977474E+00  0.156836E-01  0.195621E-03  0.195232E+03  0.122253E-01  0.590062E-01  0.933051E-03  0.486690E+03  0.614672E-02  0.493233E+00  0.459148E+00  0.194458E+03  0.648992E+03  0.656548E+03  0.533294E+03  0.111868E+03  0.212688E+03  0.138448E+03
  0.493770E+00  0.169175E+01  0.955450E+02  0.522726E-02  0.654034E+03  0.240294E-01  0.400318E+03  0.967003E+00  0.655376E+03  0.103502E+03  0.980825E+00  0.132381E-01  0.619604E-04  0.196821E+03  0.101991E-01  0.495546E-01  0.267567E-03  0.527402E+03  0.284260E-03  0.993633E+00  0.535202E-02  0.196000E+03  0.648814E+03  0.656498E+03  0.525808E+03  0.111337E+03  0.213216E+03  0.106410E+03
  0.495833E+00  0.152673E+01  0.103789E+03  0.183019E-02  0.740192E+03  0.573664E-02  0.505324E+03  0.956385E+00  0.740058E+03  0.104044E+03  0.985002E+00  0.101832E-01  0.205120E-04  0.199081E+03  0.774185E-02  0.379870E-01  0.816572E-04  0.583013E+03  0.161736E-03  0.995425E+00  0.398770E-02  0.198397E+03  0.648489E+03  0.656419E+03  0.512938E+03  0.110582E+03  0.213877E+03  0.934651E+02
  0.410989E+00  0.169171E+01  0.922480E+02  0.334209E-02  0.653334E+03  0.153996E-01  0.410077E+03  0.974024E+00  0.654044E+03  0.103492E+03  0.980778E+00  0.132935E-01  0.422088E-04  0.196782E+03  0.102254E-01  0.497435E-01  0.180986E-03  0.524401E+03  0.288512E-03  0.995294E+00  0.367667E-02  0.195920E+03  0.648821E+03  0.656501E+03  0.526124E+03  0.111344E+03  0.213235E+03  0.115862E+03
  0.528439E+00  0.170874E+01  0.957646E+02  0.677832E-02  0.647365E+03  0.328305E-01  0.388218E+03  0.964917E+00  0.649292E+03  0.103460E+03  0.980441E+00  0.135121E-01  0.787348E-04  0.196636E+03  0.104290E-01  0.506112E-01  0.344141E-03  0.524367E+03  0.295998E-03  0.992633E+00  0.631145E-02  0.195826E+03  0.648836E+03  0.656503E+03  0.526703E+03  0.111402E+03  0.213145E+03  0.105132E+03
  0.583313E+00  0.179449E+01  0.890053E+02  0.135321E-01  0.615363E+03  0.921631E-01  0.344131E+03  0.965017E+00  0.620372E+03  0.103251E+03  0.978484E+00  0.149378E-01  0.154680E-03  0.195700E+03  0.116107E-01  0.561127E-01  0.715502E-03  0.502900E+03  0.720137E-02  0.632871E+00  0.312839E+00  0.194917E+03  0.648942E+03  0.656533E+03  0.531147E+03  0.111715E+03  0.212833E+03  0.121042E+03
  0.521446E+00  0.154598E+01  0.104948E+03  0.236506E-02  0.728345E+03  0.757374E-02  0.488266E+03  0.954960E+00  0.728395E+03  0.103976E+03  0.984514E+00  0.105329E-01  0.262774E-04  0.198803E+03  0.802498E-02  0.393083E-01  0.105619E-03  0.576135E+03  0.173916E-03  0.994777E+00  0.459321E-02  0.198106E+03  0.648534E+03  0.656428E+03  0.514632E+03  0.110678E+03  0.213788E+03  0.901850E+02
  0.531537E+00  0.170800E+01  0.959264E+02  0.684616E-02  0.647699E+03  0.330456E-01  0.388306E+03  0.964612E+00  0.649643E+03  0.103463E+03  0.980461E+00  0.134964E-01  0.793396E-04  0.196646E+03  0.104172E-01  0.505523E-01  0.346714E-03  0.524693E+03  0.295195E-03  0.992568E+00  0.637925E-02  0.195839E+03  0.648834E+03  0.656503E+03  0.526644E+03  0.111399E+03  0.213147E+03  0.104733E+03
  0.544849E+00  0.195516E+01  0.701087E+02  0.238781E-01  0.561284E+03  0.376012E+00  0.288763E+03  0.974439E+00  0.576456E+03  0.102923E+03  0.975029E+00  0.175342E-01  0.290723E-03  0.194136E+03  0.137226E-01  0.662464E-01  0.150456E-02  0.445674E+03  0.370472E-02  0.232182E+00  0.736604E+00  0.193364E+03  0.649103E+03  0.656584E+03  0.538218E+03  0.112224E+03  0.212357E+03  0.204325E+03
  0.543572E+00  0.181632E+01  0.869424E+02  0.127154E-01  0.607632E+03  0.985689E-01  0.338398E+03  0.969025E+00  0.612744E+03  0.103198E+03  0.977979E+00  0.153368E-01  0.149786E-03  0.195458E+03  0.119138E-01  0.576370E-01  0.700501E-03  0.497341E+03  0.697970E-02  0.597031E+00  0.349878E+00  0.194636E+03  0.648971E+03  0.656542E+03  0.532401E+03  0.111795E+03  0.212774E+03  0.127329E+03
  0.463866E+00  0.199552E+01  0.734616E+02  0.188743E-01  0.551102E+03  0.416601E+00  0.285288E+03  0.980114E+00  0.566142E+03  0.102862E+03  0.974309E+00  0.181792E-01  0.243246E-03  0.193817E+03  0.141468E-01  0.687468E-01  0.128029E-02  0.439205E+03  0.313301E-02  0.189422E+00  0.783770E+00  0.192930E+03  0.649143E+03  0.656598E+03  0.539967E+03  0.112343E+03  0.212266E+03  0.181676E+03
  0.411964E+00  0.182576E+01  0.869601E+02  0.669849E-02  0.604770E+03  0.537932E-01  0.349717E+03  0.978524E+00  0.607550E+03  0.103168E+03  0.977746E+00  0.155876E-01  0.870666E-04  0.195326E+03  0.120438E-01  0.585480E-01  0.403043E-03  0.493302E+03  0.405140E-03  0.994091E+00  0.447877E-02  0.194384E+03  0.648993E+03  0.656550E+03  0.533356E+03  0.111839E+03  0.212775E+03  0.127787E+03
  0.572597E+00  0.181582E+01  0.866633E+02  0.143866E-01  0.607832E+03  0.109542E+00  0.336142E+03  0.966891E+00  0.613530E+03  0.103201E+03  0.978000E+00  0.153029E-01  0.166356E-03  0.195472E+03  0.119039E-01  0.575208E-01  0.779818E-03  0.495965E+03  0.679965E-02  0.575703E+00  0.372454E+00  0.194681E+03  0.648968E+03  0.656541E+03  0.532241E+03  0.111790E+03  0.212767E+03  0.128067E+03
  0.447166E+00  0.161889E+01  0.966792E+02  0.266778E-02  0.686897E+03  0.100793E-01  0.446538E+03  0.967464E+00  0.687175E+03  0.103714E+03  0.982583E+00  0.119479E-01  0.320332E-04  0.197723E+03  0.915593E-02  0.446416E-01  0.132759E-03  0.547218E+03  0.229022E-03  0.995311E+00  0.386626E-02  0.196935E+03  0.648697E+03  0.656468E+03  0.520997E+03  0.111030E+03  0.213506E+03  0.106395E+03
  0.427938E+00  0.167963E+01  0.933815E+02  0.344492E-02  0.658578E+03  0.153100E-01  0.414231E+03  0.972096E+00  0.659282E+03  0.103528E+03  0.981077E+00  0.130666E-01  0.427781E-04  0.196936E+03  0.100478E-01  0.488839E-01  0.182550E-03  0.528289E+03  0.277785E-03  0.995090E+00  0.391794E-02  0.196091E+03  0.648801E+03  0.656495E+03  0.525294E+03  0.111293E+03  0.213276E+03  0.112983E+03
