  0.400000E+00  0.150000E+01  0.971217E+02  0.907502E-03  0.757305E+03  0.283233E-02  0.537381E+03  0.965634E+00  0.756853E+03  0.104136E+03  0.985655E+00  0.971924E-02  0.107204E-04  0.199452E+03  0.736524E-02  0.362306E-01  0.420255E-04  0.591618E+03  0.146395E-03  0.997031E+00  0.243666E-02  0.198778E+03  0.648428E+03  0.656408E+03  0.510634E+03  0.110448E+03  0.214016E+03  0.111510E+03
  0.422222E+00  0.150000E+01  0.988477E+02  0.102984E-02  0.757534E+03  0.319090E-02  0.534784E+03  0.963031E+00  0.757124E+03  0.104139E+03  0.985669E+00  0.970887E-02  0.119753E-04  0.199464E+03  0.735755E-02  0.361938E-01  0.469916E-04  0.592276E+03  0.145978E-03  0.996749E+00  0.271940E-02  0.198793E+03  0.648425E+03  0.656407E+03  0.510552E+03  0.110446E+03  0.214012E+03  0.106756E+03
  0.444444E+00  0.150000E+01  0.100621E+03  0.116100E-02  0.757781E+03  0.357102E-02  0.532317E+03  0.960402E+00  0.757415E+03  0.104142E+03  0.985682E+00  0.969786E-02  0.132960E-04  0.199476E+03  0.734939E-02  0.361547E-01  0.522228E-04  0.592972E+03  0.145539E-03  0.996453E+00  0.301740E-02  0.198809E+03  0.648423E+03  0.656406E+03  0.510464E+03  0.110445E+03  0.214007E+03  0.102190E+03
  0.466667E+00  0.150000E+01  0.102440E+03  0.130091E-02  0.758045E+03  0.397183E-02  0.529988E+03  0.957745E+00  0.757724E+03  0.104145E+03  0.985697E+00  0.968618E-02  0.146804E-04  0.199489E+03  0.734073E-02  0.361132E-01  0.577112E-04  0.593707E+03  0.145079E-03  0.996141E+00  0.333047E-02  0.198826E+03  0.648421E+03  0.656405E+03  0.510371E+03  0.110443E+03  0.214002E+03  0.978149E+02
  0.488889E+00  0.150000E+01  0.104300E+03  0.144947E-02  0.758327E+03  0.439225E-02  0.527800E+03  0.955058E+00  0.758054E+03  0.104149E+03  0.985713E+00  0.967383E-02  0.161262E-04  0.199502E+03  0.733157E-02  0.360692E-01  0.634473E-04  0.594480E+03  0.144597E-03  0.995815E+00  0.365840E-02  0.198844E+03  0.648418E+03  0.656404E+03  0.510272E+03  0.110441E+03  0.213997E+03  0.936307E+02
  0.511111E+00  0.150000E+01  0.106200E+03  0.160647E-02  0.758629E+03  0.483095E-02  0.525760E+03  0.952338E+00  0.758405E+03  0.104153E+03  0.985729E+00  0.966078E-02  0.176310E-04  0.199515E+03  0.732187E-02  0.360227E-01  0.694201E-04  0.595292E+03  0.144094E-03  0.995474E+00  0.400092E-02  0.198863E+03  0.648415E+03  0.656403E+03  0.510167E+03  0.110440E+03  0.213991E+03  0.896351E+02
  0.533333E+00  0.150000E+01  0.108136E+03  0.177163E-02  0.758950E+03  0.528634E-02  0.523874E+03  0.949581E+00  0.758778E+03  0.104156E+03  0.985747E+00  0.964702E-02  0.191916E-04  0.199530E+03  0.731162E-02  0.359735E-01  0.756172E-04  0.596144E+03  0.143569E-03  0.995119E+00  0.435775E-02  0.198882E+03  0.648412E+03  0.656402E+03  0.510056E+03  0.110438E+03  0.213985E+03  0.858240E+02
  0.400000E+00  0.155556E+01  0.957237E+02  0.135266E-02  0.721077E+03  0.456310E-02  0.494196E+03  0.968842E+00  0.720818E+03  0.103923E+03  0.984179E+00  0.107857E-01  0.164146E-04  0.198591E+03  0.822050E-02  0.402440E-01  0.658714E-04  0.568204E+03  0.183909E-03  0.996600E+00  0.273505E-02  0.197853E+03  0.648569E+03  0.656438E+03  0.516002E+03  0.110735E+03  0.213775E+03  0.112165E+03
  0.422222E+00  0.155556E+01  0.972430E+02  0.153763E-02  0.721305E+03  0.515706E-02  0.491504E+03  0.966494E+00  0.721108E+03  0.103926E+03  0.984193E+00  0.107742E-01  0.183516E-04  0.198602E+03  0.821257E-02  0.402036E-01  0.737367E-04  0.568883E+03  0.183342E-03  0.996284E+00  0.305346E-02  0.197870E+03  0.648567E+03  0.656437E+03  0.515922E+03  0.110733E+03  0.213770E+03  0.107926E+03
  0.444444E+00  0.155556E+01  0.988022E+02  0.173637E-02  0.721550E+03  0.578826E-02  0.488949E+03  0.964124E+00  0.721418E+03  0.103929E+03  0.984207E+00  0.107620E-01  0.203917E-04  0.198614E+03  0.820415E-02  0.401607E-01  0.820312E-04  0.569601E+03  0.182746E-03  0.995950E+00  0.338917E-02  0.197887E+03  0.648565E+03  0.656437E+03  0.515836E+03  0.110732E+03  0.213766E+03  0.103829E+03
