  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.125655E+05 -0.120466E+06  0.620455E+02  0.970491E+00  0.122327E+03  0.284890E-01  0.818904E+01  0.998883E+00  0.256232E+04  0.347045E+01  0.635216E-02  0.502010E-01  0.938591E+00  0.119998E+03  0.971296E+00  0.192152E-01  0.837416E-02  0.237096E+03  0.817854E-02  0.136086E+00  0.105005E-01  0.233731E+03  0.843728E+03  0.102406E+04  0.918040E+03  0.200075E+03  0.190227E+03  0.177442E+02
  0.497083E+00  0.000000E+00  0.689370E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.195951E+05 -0.199646E+06  0.616990E+02  0.964128E+00  0.122603E+03  0.348627E-01  0.120868E+02  0.998895E+00  0.256237E+04  0.341513E+01  0.628412E-02  0.496928E-01  0.939217E+00  0.119993E+03  0.971356E+00  0.192368E-01  0.828963E-02  0.237089E+03  0.818166E-02  0.136198E+00  0.104004E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200034E+03  0.190224E+03  0.172116E+02
  0.485303E+00  0.000000E+00  0.692093E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.275333E+05 -0.482675E+06  0.623371E+02  0.957940E+00  0.122759E+03  0.410971E-01  0.220203E+02  0.998947E+00  0.256261E+04  0.324439E+01  0.599139E-02  0.475034E-01  0.941916E+00  0.119952E+03  0.971531E+00  0.193873E-01  0.792876E-02  0.236994E+03  0.826263E-02  0.136888E+00  0.994804E-02  0.233773E+03  0.843728E+03  0.102406E+04  0.918021E+03  0.199992E+03  0.190219E+03  0.180221E+02
  0.493907E+00  0.000000E+00  0.690727E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.233821E+05 -0.280058E+06  0.617053E+02  0.960809E+00  0.122726E+03  0.381936E-01  0.154340E+02  0.998909E+00  0.256244E+04  0.336387E+01  0.620460E-02  0.490988E-01  0.939949E+00  0.119983E+03  0.971409E+00  0.192734E-01  0.819153E-02  0.237068E+03  0.819867E-02  0.136370E+00  0.102792E-01  0.233762E+03  0.843728E+03  0.102406E+04  0.918023E+03  0.200013E+03  0.190222E+03  0.172995E+02
  0.498717E+00  0.000000E+00  0.689342E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.194559E+05 -0.163457E+06  0.615135E+02  0.964056E+00  0.122627E+03  0.349281E-01  0.992433E+01  0.998888E+00  0.256234E+04  0.343645E+01  0.632532E-02  0.499996E-01  0.938839E+00  0.119999E+03  0.971334E+00  0.192135E-01  0.834006E-02  0.237105E+03  0.816753E-02  0.136093E+00  0.104646E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200035E+03  0.190224E+03  0.169428E+02
  0.494733E+00  0.000000E+00  0.689351E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.196372E+05 -0.251497E+06  0.619798E+02  0.964387E+00  0.122560E+03  0.346126E-01  0.146399E+02  0.998906E+00  0.256242E+04  0.338499E+01  0.622505E-02  0.492524E-01  0.939761E+00  0.119984E+03  0.971386E+00  0.192707E-01  0.821728E-02  0.237065E+03  0.820243E-02  0.136350E+00  0.103080E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918028E+03  0.200035E+03  0.190223E+03  0.175648E+02
  0.496714E+00  0.000000E+00  0.687455E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.144507E+05 -0.193398E+06  0.622358E+02  0.969078E+00  0.122357E+03  0.299145E-01  0.125235E+02  0.998897E+00  0.256239E+04  0.342520E+01  0.627452E-02  0.496226E-01  0.939305E+00  0.119987E+03  0.971343E+00  0.192550E-01  0.827883E-02  0.237070E+03  0.820025E-02  0.136269E+00  0.103809E-01  0.233736E+03  0.843728E+03  0.102406E+04  0.918036E+03  0.200065E+03  0.190226E+03  0.179143E+02
  0.485844E+00  0.000000E+00  0.688796E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.184696E+05 -0.446351E+06  0.631388E+02  0.966611E+00  0.122343E+03  0.324241E-01  0.216686E+02  0.998944E+00  0.256262E+04  0.327558E+01  0.600410E-02  0.476016E-01  0.941797E+00  0.119947E+03  0.971494E+00  0.194017E-01  0.794596E-02  0.236974E+03  0.828431E-02  0.136934E+00  0.996078E-02  0.233747E+03  0.843728E+03  0.102406E+04  0.918032E+03  0.200044E+03  0.190223E+03  0.186242E+02
  0.490988E+00  0.000000E+00  0.689095E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.190909E+05 -0.332936E+06  0.624798E+02  0.965387E+00  0.122465E+03  0.336279E-01  0.179546E+02  0.998922E+00  0.256250E+04  0.333891E+01  0.613150E-02  0.485543E-01  0.940622E+00  0.119968E+03  0.971431E+00  0.193261E-01  0.810259E-02  0.237026E+03  0.823719E-02  0.136598E+00  0.101611E-01  0.233749E+03  0.843728E+03  0.102406E+04  0.918029E+03  0.200039E+03  0.190223E+03  0.180844E+02
  0.494175E+00  0.000000E+00  0.687715E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.152287E+05 -0.251624E+06  0.624629E+02  0.968638E+00  0.122347E+03  0.303646E-01  0.151813E+02  0.998908E+00  0.256244E+04  0.339038E+01  0.621081E-02  0.491475E-01  0.939891E+00  0.119978E+03  0.971378E+00  0.192897E-01  0.820062E-02  0.237047E+03  0.822043E-02  0.136427E+00  0.102821E-01  0.233738E+03  0.843728E+03  0.102406E+04  0.918036E+03  0.200061E+03  0.190225E+03  0.181333E+02
  0.495500E+00  0.000000E+00  0.685881E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.102119E+05 -0.208398E+06  0.627516E+02  0.973033E+00  0.122154E+03  0.259651E-01  0.138598E+02  0.998902E+00  0.256242E+04  0.342170E+01  0.624374E-02  0.493944E-01  0.939587E+00  0.119979E+03  0.971344E+00  0.192831E-01  0.824190E-02  0.237046E+03  0.822361E-02  0.136386E+00  0.103293E-01  0.233724E+03  0.843728E+03  0.102406E+04  0.918047E+03  0.200090E+03  0.190228E+03  0.186209E+02
  0.490058E+00  0.000000E+00  0.687744E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.154365E+05 -0.343713E+06  0.629229E+02  0.968909E+00  0.122284E+03  0.301095E-01  0.186838E+02  0.998926E+00  0.256253E+04  0.333724E+01  0.610814E-02  0.483809E-01  0.940837E+00  0.119962E+03  0.971431E+00  0.193486E-01  0.807453E-02  0.237007E+03  0.825615E-02  0.136690E+00  0.101215E-01  0.233739E+03  0.843728E+03  0.102406E+04  0.918036E+03  0.200061E+03  0.190225E+03  0.185352E+02
  0.496024E+00  0.000000E+00  0.689546E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.201120E+05 -0.224374E+06  0.617765E+02  0.963758E+00  0.122607E+03  0.352365E-01  0.133000E+02  0.998900E+00  0.256239E+04  0.340010E+01  0.625749E-02  0.494942E-01  0.939462E+00  0.119989E+03  0.971371E+00  0.192509E-01  0.825693E-02  0.237079E+03  0.818955E-02  0.136262E+00  0.103592E-01  0.233753E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200032E+03  0.190223E+03  0.173209E+02
  0.491229E+00  0.000000E+00  0.688276E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.168518E+05 -0.321477E+06  0.626595E+02  0.967468E+00  0.122367E+03  0.315465E-01  0.177611E+02  0.998921E+00  0.256250E+04  0.334820E+01  0.613734E-02  0.485986E-01  0.940568E+00  0.119967E+03  0.971421E+00  0.193282E-01  0.811016E-02  0.237023E+03  0.824167E-02  0.136602E+00  0.101684E-01  0.233743E+03  0.843728E+03  0.102406E+04  0.918033E+03  0.200052E+03  0.190224E+03  0.182788E+02
  0.498435E+00  0.000000E+00  0.685066E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.794719E+04 -0.137268E+06  0.626069E+02  0.974737E+00  0.122109E+03  0.242494E-01  0.103303E+02  0.998890E+00  0.256236E+04  0.346629E+01  0.631755E-02  0.499447E-01  0.938909E+00  0.119989E+03  0.971298E+00  0.192464E-01  0.833270E-02  0.237069E+03  0.820439E-02  0.136217E+00  0.104425E-01  0.233717E+03  0.843728E+03  0.102406E+04  0.918052E+03  0.200103E+03  0.190229E+03  0.186450E+02
  0.481999E+00  0.000000E+00  0.689748E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.212556E+05 -0.540560E+06  0.633319E+02  0.964503E+00  0.122398E+03  0.345471E-01  0.240529E+02  0.998961E+00  0.256269E+04  0.321994E+01  0.590996E-02  0.468951E-01  0.942667E+00  0.119934E+03  0.971550E+00  0.194501E-01  0.782938E-02  0.236944E+03  0.830990E-02  0.137154E+00  0.981499E-02  0.233754E+03  0.843728E+03  0.102406E+04  0.918028E+03  0.200029E+03  0.190221E+03  0.187131E+02
