  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.841981E+01  0.933376E+02  0.121231E+03  0.257301E+04  0.257312E+04  0.359798E+01  0.120011E+03  0.237278E+03  0.396846E+03  0.416759E+03  0.233961E+03  0.411192E+03  0.918659E+03  0.110382E+04  0.102157E+04  0.101752E+04  0.200165E+03  0.209080E+03  0.190331E+03
  0.497083E+00  0.000000E+00  0.689370E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.147647E+02  0.929660E+02  0.121631E+03  0.257295E+04  0.257307E+04  0.354492E+01  0.120005E+03  0.237271E+03  0.396713E+03  0.416688E+03  0.233981E+03  0.411176E+03  0.918634E+03  0.110382E+04  0.102154E+04  0.101755E+04  0.200124E+03  0.209122E+03  0.190327E+03
  0.502874E+00  0.000000E+00  0.697420E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.161823E+02  0.916153E+02  0.123528E+03  0.257283E+04  0.257294E+04  0.355658E+01  0.120045E+03  0.237384E+03  0.396948E+03  0.416742E+03  0.234039E+03  0.411106E+03  0.918554E+03  0.110383E+04  0.102145E+04  0.101764E+04  0.199998E+03  0.209251E+03  0.190318E+03
  0.485303E+00  0.000000E+00  0.692093E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.249575E+02  0.923798E+02  0.121858E+03  0.257287E+04  0.257298E+04  0.338157E+01  0.119965E+03  0.237179E+03  0.396172E+03  0.416446E+03  0.234004E+03  0.411171E+03  0.918608E+03  0.110384E+04  0.102151E+04  0.101759E+04  0.200081E+03  0.209169E+03  0.190322E+03
  0.498831E+00  0.000000E+00  0.703338E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.229661E+02  0.902198E+02  0.124854E+03  0.257271E+04  0.257282E+04  0.346440E+01  0.120041E+03  0.237387E+03  0.396742E+03  0.416623E+03  0.234083E+03  0.411067E+03  0.918495E+03  0.110384E+04  0.102138E+04  0.101771E+04  0.199905E+03  0.209348E+03  0.190310E+03
  0.497977E+00  0.000000E+00  0.698863E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.209169E+02  0.912588E+02  0.123712E+03  0.257279E+04  0.257290E+04  0.348633E+01  0.120028E+03  0.237347E+03  0.396719E+03  0.416637E+03  0.234051E+03  0.411102E+03  0.918540E+03  0.110384E+04  0.102143E+04  0.101766E+04  0.199975E+03  0.209276E+03  0.190316E+03
  0.506423E+00  0.000000E+00  0.704510E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.186141E+02  0.899524E+02  0.125448E+03  0.257270E+04  0.257281E+04  0.354748E+01  0.120073E+03  0.237469E+03  0.397086E+03  0.416763E+03  0.234089E+03  0.411047E+03  0.918482E+03  0.110383E+04  0.102136E+04  0.101772E+04  0.199886E+03  0.209365E+03  0.190310E+03
  0.503973E+00  0.000000E+00  0.699517E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.168941E+02  0.911620E+02  0.124075E+03  0.257279E+04  0.257291E+04  0.355450E+01  0.120053E+03  0.237410E+03  0.396991E+03  0.416749E+03  0.234054E+03  0.411088E+03  0.918532E+03  0.110383E+04  0.102142E+04  0.101766E+04  0.199965E+03  0.209285E+03  0.190316E+03
  0.505355E+00  0.000000E+00  0.700743E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.166831E+02  0.908864E+02  0.124430E+03  0.257277E+04  0.257289E+04  0.356231E+01  0.120061E+03  0.237432E+03  0.397050E+03  0.416768E+03  0.234062E+03  0.411077E+03  0.918520E+03  0.110383E+04  0.102141E+04  0.101768E+04  0.199946E+03  0.209304E+03  0.190315E+03
  0.498047E+00  0.000000E+00  0.708568E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.260792E+02  0.888548E+02  0.126192E+03  0.257261E+04  0.257272E+04  0.341791E+01  0.120048E+03  0.237415E+03  0.396688E+03  0.416571E+03  0.234120E+03  0.411029E+03  0.918442E+03  0.110384E+04  0.102132E+04  0.101776E+04  0.199822E+03  0.209432E+03  0.190304E+03
