  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.178333E-03 -0.157150E+00  0.492841E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.777778E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.138703E-03 -0.122227E+00  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.555556E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.990737E-04 -0.873053E-01  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.333333E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.594442E-04 -0.523832E-01  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.111111E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.198147E-04 -0.174611E-01  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.111111E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.198147E-04  0.174611E-01  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.333333E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.594442E-04  0.523832E-01  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.555556E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.990737E-04  0.873053E-01  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.777778E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.138703E-03  0.122227E+00  0.492842E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
  0.500000E+00 -0.100000E-01  0.700000E+01  0.400000E+03  0.250000E+03  0.250000E+04 -0.100000E+03 -0.100800E+06 -0.638889E+07  0.260000E+04  0.900000E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00 -0.178333E-03  0.157150E+00  0.492841E+02  0.829889E+02  0.161941E+03  0.257729E+04  0.257744E+04  0.118172E+02  0.120970E+03  0.241632E+03  0.423121E+03  0.439518E+03  0.239109E+03  0.434263E+03  0.919549E+03  0.110397E+04  0.102117E+04  0.101867E+04  0.199147E+03  0.210068E+03  0.190310E+03
